id;name;energy,calculated (kJ);carbohydrate, available (g);fat, total (g);protein, total (g);alcohol (g);fibre, total (g);organic acids, total (g);sugar alcohols (g);starch, total (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);polysaccharides, non-cellulosic, water-soluble (g);fibre, water-insoluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
32318;Berry Pie, Basic Sweet Dough, Low-Fat Milk, Without Sugar;875;30.7;5.9;5.9;0;3.0;0.6;0;26.2;4.3;1.3;<0.1;1.3;1.0;0.3;0.5;0.8;2.0;5.3;1.0;2.0;2.2;<0.1;0.2;0.8;767;237;0;3;15.7;40.0;48.5;0.8;14.9;201.3;21.2;137.4;350.2;92.3;5.2;0.7;68.7;41.2;1.8;0.9;0.09;0.14;0.06;0.1;12.4;25.6;96.5;0.6;1.1;8.24
31988;Berry Pie, Basic Sweet Dough, Naturally Gluten-Free, Contains Milk;926;37.4;5.2;3.2;0;4.2;0.6;0;23.9;13.2;1.1;<0.1;1.1;1.0;<0.1;9.8;1.8;2.6;4.9;0.9;1.9;2.0;<0.1;0.2;0.7;658;213;0;3;13.3;23.8;42.5;0.9;14.8;171.9;26.0;137.3;349.8;82.6;3.9;0.5;30.4;33.3;1.4;1.1;0.15;0.11;0.06;0.1;10.7;24.3;281.4;0.6;0.9;7.30
32280;Berry Pie, Basic Sweet Dough, Water;925;38.9;3.9;5.2;0;2.8;0.6;0;27.6;11.4;1.3;0;1.3;<0.1;0.3;8.4;0.8;2.0;3.3;0.6;1.0;1.6;<0.1;<0.1;0.5;488;93;0;3;13.4;29.8;25.5;0.8;8.9;167.5;19.2;67.7;172.5;70.9;4.7;0.5;59.4;25.9;1.5;0.7;0.08;0.07;0.04;<0.1;12.8;35.6;95.3;0.2;0.9;6.50
32331;Berry Pie, Basic Sweet Dough, Water, Dairy-Free, Egg-Free;968;36.5;6.4;4.7;0;2.9;0.5;0;24.8;11.4;1.1;0;1.1;0;0.3;8.8;0.7;1.9;5.8;2.2;3.2;0.4;0;0.6;1.6;1620;569;0;0;0.2;57.4;22.2;0.7;11.0;155.3;17.4;105.2;268.1;63.9;3.5;0.5;50.3;35.2;1.5;0.8;0.07;0.08;0.04;0;11.2;1.0;59.3;0;1.8;11.86
1163;Berry Pie, Basic Sweet Dough, Whole Milk;947;39.1;4.3;5.5;0;2.8;0.6;0;27.3;11.8;1.3;0;1.3;0.6;0.3;8.3;0.8;2.0;3.7;0.6;1.1;1.9;<0.1;<0.1;0.5;488;94;0;3;14.5;29.5;39.2;0.8;10.4;184.3;20.3;72.0;183.5;80.6;5.0;0.6;64.0;26.2;1.6;0.7;0.08;0.09;0.05;<0.1;12.8;38.2;96.2;0.3;0.9;6.54
32325;Berry Pie, Basic Sweet Dough, Whole Milk, Artificially Sweetened;924;31.8;6.8;5.9;0;3.1;0.6;0;27.3;4.2;1.2;<0.1;1.2;0.9;0.3;0.5;0.8;2.0;6.1;1.1;2.2;2.6;0.1;0.3;0.8;825;261;0;2;14.1;41.9;47.8;0.8;14.5;198.7;20.9;139.1;354.5;89.2;5.0;0.6;66.6;38.4;1.8;0.8;0.09;0.13;0.05;0.1;12.3;28.2;92.7;0.7;1.2;8.69
32322;Berry Pie, Basic Sweet Dough, Whole Milk, Sweetened With Fructose;945;34.7;6.2;5.6;0;2.9;0.6;0;25.8;8.5;5.6;<0.1;1.2;0.9;0.3;0.5;0.8;1.9;5.5;1.0;2.0;2.4;<0.1;0.2;0.8;758;236;0;2;13.0;39.5;46.8;0.8;14.5;189.5;20.2;136.1;346.8;84.9;4.8;0.6;64.3;31.6;1.6;0.7;0.08;0.11;0.05;0.1;11.8;25.8;88.0;0.6;1.1;8.12
32319;Berry Pie, Basic Sweet Dough, Whole Milk, Without Sugar;889;30.7;6.3;5.9;0;3.0;0.6;0;26.2;4.3;1.3;<0.1;1.3;1.0;0.3;0.5;0.8;2.0;5.6;1.0;2.0;2.4;<0.1;0.2;0.8;772;238;0;3;16.6;40.0;49.3;0.8;14.9;203.3;21.2;138.0;351.7;92.3;5.2;0.7;68.7;41.5;1.8;0.9;0.09;0.14;0.06;0.1;12.4;28.3;97.8;0.6;1.1;8.34
1015;Berry Pie, Crushed Berries, Rye Crust;729;35.0;1.6;1.9;0;3.6;0.9;0;8.8;26.2;1.9;<0.1;1.9;<0.1;<0.1;22.2;0.9;2.6;1.3;0.5;0.5;0.2;<0.1;0.1;0.4;351;133;0;0;0.5;26.8;27.6;0.9;13.0;191.2;21.4;163.7;417.2;58.9;1.1;0.5;22.2;15.2;0.7;0.3;0.06;0.05;0.05;<0.1;18.8;5.5;117.8;<0.1;1.0;8.56
33009;Berry Pie, Double Crust;1522;44.8;17.5;5.4;0;2.0;0.4;0;24.7;20.1;0.8;<0.1;0.8;<0.1;0.3;18.2;0.6;1.4;16.5;4.8;8.1;3.4;<0.1;1.2;3.5;3489;1236;0;11;42.8;96.1;111.3;0.7;9.2;124.0;15.8;143.9;366.6;137.7;6.7;0.5;66.7;15.1;1.4;0.4;0.06;0.07;0.04;0.2;7.4;86.3;125.6;1.0;3.4;19.83
32891;Berry Pie, Double-Crust, Without Egg;1355;33.7;18.4;4.4;0;2.4;0.5;0;25.7;8.0;1.1;0;1.1;0.1;0.3;5.4;0.7;1.7;17.2;1.9;5.3;9.3;0.2;0.3;1.5;1464;336;0;0;21.3;48.5;23.7;0.7;4.7;139.8;16.8;120.0;305.9;59.3;3.5;0.4;48.8;12.2;1.2;0.5;0.06;0.04;0.03;0;10.8;176.6;106.9;0.9;1.6;12.99
1179;Berry Pie, Shortbread Crust;1001;28.3;11.5;3.7;0;2.7;0.9;0;16.3;12.0;1.8;0;1.8;<0.1;0.2;8.2;0.8;1.9;10.5;1.3;3.3;5.5;0.1;0.2;1.0;937;224;0;8;39.5;34.0;31.7;0.9;7.2;176.2;17.2;77.7;198.0;65.8;4.5;0.4;46.5;19.0;1.1;0.4;0.07;0.07;0.04;0.2;17.5;120.4;172.6;0.7;1.5;11.67
32329;"Berry Pie, Shortbread Crust, Artificially Sweetened ";953;22.7;12.4;4.4;0;2.8;0.9;0;17.9;4.8;1.8;<0.1;1.9;0.3;0.2;0.6;0.8;2.0;11.5;2.0;4.5;4.7;0.2;0.5;1.4;1419;522;0;8;36.8;58.5;111.7;0.9;6.9;191.7;19.0;137.2;349.6;127.2;5.0;0.5;53.6;19.4;1.3;0.5;0.08;0.09;0.04;0.2;18.1;57.0;170.2;1.1;2.0;14.92
31985;Berry Pie, Shortbread Crust, Gluten-Free, Contains Wheat Starch;1103;36.4;11.3;2.5;0;1.8;0.8;0;17.3;19.5;1.6;<0.1;1.7;1.7;0;14.5;0.6;1.3;10.5;1.8;4.2;4.4;0.2;0.5;1.2;1195;480;0;8;35.6;44.0;143.9;0.6;9.3;190.3;14.8;150.6;383.7;125.7;3.2;0.4;37.9;16.5;0.9;0.3;0.06;0.13;0.04;0.2;16.4;53.5;156.9;1.0;1.8;13.51
31986;Berry Pie, Shortbread Crust, Naturally Gluten-Free;1060;32.7;11.4;2.5;0;3.5;0.8;0;15.7;17.0;1.6;<0.1;1.7;<0.1;<0.1;13.5;1.5;2.4;10.7;1.9;4.3;4.4;0.2;0.5;1.3;1301;485;0;8;35.0;46.3;102.3;0.9;6.5;164.9;21.5;133.2;339.4;119.1;4.2;0.4;28.1;19.0;1.1;0.7;0.11;0.07;0.05;0.2;16.2;54.3;285.6;1.0;1.8;13.70
32327;Berry Pie, Shortbread Crust, Sugar-Free;1115;26.3;15.2;4.0;0;3.1;0.9;0;21.7;4.6;1.8;<0.1;1.8;<0.1;0.3;0.6;0.9;2.2;14.3;2.5;5.6;5.9;0.2;0.7;1.8;1761;668;0;0;11.7;73.8;30.0;0.8;17.0;185.6;19.5;65.8;167.5;61.0;3.1;0.4;44.8;15.8;1.2;0.5;0.07;0.05;0.04;0;18.0;50.1;122.9;1.2;2.2;17.44
32328;Berry Pie, Shortbread Crust, Sweetened With Fructose;1064;29.3;12.4;4.4;0;2.7;0.8;0;17.7;11.6;9.0;<0.1;1.7;<0.1;0.2;0.6;0.8;1.9;11.5;2.0;4.5;4.7;0.2;0.5;1.5;1435;521;0;9;39.4;58.5;106.8;0.9;7.1;177.2;18.1;138.1;351.8;125.6;5.3;0.5;54.4;19.0;1.3;0.5;0.07;0.08;0.04;0.2;16.6;58.4;168.3;1.1;2.0;14.44
1305;Berry Pie, Shortbread Crust/Basic Sweet Dough, Average;1100;33.5;11.5;4.6;0;2.2;0.6;0;18.3;15.2;1.2;<0.1;1.2;0.6;0.2;12.0;0.7;1.6;10.8;2.9;5.0;2.8;<0.1;0.7;2.1;2087;738;0;7;31.7;62.2;41.1;0.7;9.2;164.4;16.8;37.8;96.4;74.6;5.3;0.5;57.4;23.6;1.3;0.5;0.07;0.10;0.04;0.2;11.6;61.4;123.0;0.7;2.3;14.41
32326;Berry Pie, Shortbread Crust With Sour Milk;1301;46.8;11.1;4.0;0;2.1;0.5;0;21.2;25.6;0.9;<0.1;0.9;0.2;0.3;23.3;0.6;1.5;10.5;1.9;4.1;4.4;0.2;0.5;1.3;1320;480;0;0;9.1;55.0;32.1;0.6;6.3;134.6;15.3;194.7;496.2;58.3;3.4;0.4;46.5;11.1;1.1;0.4;0.06;0.05;0.03;<0.1;9.2;36.5;69.7;1.0;1.5;11.30
1344;Berry Pie, Sweetened With Fructose, Soft;1025;31.3;10.3;5.4;0;1.7;0.5;0;20.4;10.9;8.0;0;0.6;1.2;0.2;0.9;0.5;1.2;9.6;3.3;5.2;1.1;<0.1;0.8;2.4;2383;838;0;10;36.5;71.2;58.5;0.6;11.0;177.5;16.5;21.3;54.3;85.7;6.7;0.5;70.6;14.1;1.4;0.4;0.07;0.10;0.04;0.3;5.6;26.7;129.5;0.5;2.4;14.06
29077;Berry Pie With Cream Cheese Filling, Shortbread Crust With Oil;1170;33.8;12.5;6.8;0;1.3;0.5;0;11.8;22.1;0.7;<0.1;0.9;0.6;0.1;19.7;0.4;0.9;11.6;3.2;5.8;2.5;<0.1;0.9;2.3;2304;838;0;22;76.2;83.8;81.0;0.7;13.9;143.8;13.0;156.5;398.7;120.8;8.9;0.6;86.8;20.2;1.5;0.3;0.07;0.12;0.05;0.5;7.2;49.9;182.8;0.5;2.1;13.27
31751;Berry Pie With Quark Filling, Basic Sweet Dough, Fat-Free Milk;721;22.1;5.7;6.6;0;1.2;0.8;0;8.9;13.2;0.6;<0.1;0.7;1.8;0.1;10.0;0.3;0.8;5.2;0.6;1.7;2.8;<0.1;0.1;0.4;404;107;0;13;52.8;15.1;78.8;0.5;18.6;175.2;15.2;95.1;242.4;118.1;7.1;0.6;98.3;24.4;1.8;0.3;0.07;0.17;0.05;0.5;6.7;54.7;133.6;0.5;0.7;4.28
32055;Berry Pie With Quark Filling, Basic Sweet Dough, Gluten-Free, Wheat Starch, Milk;726;23.8;5.6;5.8;0;0.8;0.8;0;9.1;14.8;0.6;<0.1;0.7;2.7;0;10.7;0.2;0.5;5.1;0.5;1.7;2.8;<0.1;0.1;0.3;315;97;0;13;53.8;8.6;100.3;0.5;20.1;185.9;13.8;104.2;265.5;121.4;6.3;0.6;92.0;23.9;1.6;0.3;0.07;0.21;0.05;0.5;6.8;55.3;134.4;0.5;0.7;4.07
31752;Berry Pie With Quark Filling, Basic Sweet Dough, Low Fat Milk;724;22.1;5.8;6.6;0;1.2;0.8;0;8.8;13.2;0.6;<0.1;0.7;1.8;0.1;10.0;0.3;0.8;5.3;0.6;1.7;2.9;<0.1;0.1;0.4;403;107;0;13;53.1;15.0;78.8;0.5;18.6;174.6;15.1;94.8;241.6;118.1;7.1;0.6;98.2;24.4;1.8;0.3;0.07;0.17;0.05;0.5;6.7;55.3;133.9;0.5;0.7;4.27
32056;Berry Pie With Quark Filling, Basic Sweet Dough, Naturally Gluten-Free, Milk;702;21.8;5.6;5.8;0;1.7;0.8;0;8.2;13.4;0.6;<0.1;0.7;1.8;<0.1;10.2;0.7;1.1;5.2;0.5;1.7;2.8;<0.1;0.1;0.4;372;100;0;13;53.5;9.9;78.1;0.6;18.6;172.4;17.4;94.9;241.8;117.9;6.8;0.6;86.7;25.2;1.7;0.5;0.09;0.17;0.05;0.5;6.7;55.7;203.0;0.5;0.7;4.17
31753;Berry Pie With Quark Filling, Basic Sweet Dough, Whole Milk;729;22.1;5.9;6.6;0;1.2;0.8;0;8.8;13.2;0.6;<0.1;0.7;1.8;0.1;10.0;0.3;0.8;5.4;0.6;1.8;3.0;<0.1;0.1;0.4;405;107;0;13;53.4;15.0;79.0;0.6;18.6;175.2;15.1;95.0;242.1;118.1;7.1;0.6;98.2;24.4;1.8;0.3;0.07;0.17;0.05;0.5;6.7;56.2;134.3;0.5;0.7;4.30
32332;Berry Pie With Quark Filling, Shortbread Crust;968;26.0;10.8;6.4;0;1.3;0.7;0;11.2;14.8;0.7;<0.1;0.7;1.2;0.1;12.1;0.4;0.9;10.0;1.4;3.7;4.7;0.2;0.4;1.0;1009;338;0;15;62.8;34.8;112.1;0.6;15.1;155.0;14.5;126.6;322.5;143.5;7.6;0.6;93.3;18.9;1.7;0.3;0.07;0.14;0.05;0.5;6.7;73.5;156.6;0.9;1.3;8.17
32057;Berry Pie With Quark Filling, Shortbread Crust, Gluten-Free, Wheat Starch, Milk;1118;33.0;12.3;5.0;0;0.7;0.6;0;15.3;18.0;0.6;<0.1;0.7;2.5;0;14.2;0.2;0.5;11.5;1.7;4.4;5.3;0.2;0.4;1.2;1130;420;0;15;63.5;34.3;157.1;0.5;16.7;168.0;12.9;164.3;418.7;157.1;6.4;0.6;80.5;17.4;1.4;0.2;0.06;0.19;0.04;0.5;6.7;77.7;157.9;1.1;1.4;9.44
32058;Berry Pie With Quark Filling, Shortbread Crust, Naturally Gluten-Free;1076;29.7;12.4;5.1;0;2.2;0.6;0;13.9;15.8;0.6;<0.1;0.7;1.0;<0.1;13.3;1.0;1.4;11.7;1.8;4.5;5.3;0.2;0.4;1.3;1224;424;0;15;63.0;36.4;120.4;0.7;14.2;145.5;18.8;148.9;379.5;151.2;7.2;0.6;71.8;19.6;1.6;0.5;0.10;0.13;0.05;0.4;6.5;78.3;271.8;1.1;1.5;9.61
1180;Berry Pie With Sour Milk, Shortbread Crust;932;24.0;11.6;4.0;0;2.0;0.8;0;10.5;13.6;1.3;0;1.4;0.7;0.1;10.0;0.6;1.4;10.7;1.1;3.3;6.0;0.1;0.2;0.8;791;186;0;12;55.8;25.9;46.9;0.7;10.6;169.0;15.6;72.9;185.8;72.5;5.9;0.5;55.1;19.2;1.2;0.3;0.07;0.11;0.04;0.3;13.4;122.4;180.5;0.6;1.3;9.45
11470;Berry Puree, Average, Industrial Babyfood;261;13.7;0.2;0.3;0;1.0;0.6;0;3.9;9.2;5.6;0;3.2;0;<0.1;0.3;0.2;0.8;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;35;26;0;0;0;9.8;25.0;0.4;1.0;80.2;6.1;7.9;20.1;13.4;0.1;0.1;4.1;5.8;0.2;0.2;0.03;0.02;0.02;0;24.3;1.7;85.5;0;0.5;2.72
33897;Berry Puree, Unsweetened, 100% Fruit;215;7.7;0.7;0.8;0;2.9;1.6;N/A;0.9;6.8;3.2;N/A;2.6;0;<0.1;0.9;0.6;2.4;0.2;0.2;<0.1;<0.1;0;<0.1;<0.1;80;77;0;0;0;21.0;24.6;0.7;1.0;170.3;16.1;2.0;5.0;28.5;<0.1;0.2;9.9;18.1;0.5;0.5;0.07;0.02;0.05;0;15.5;1.8;148.5;0;1.1;8.11
31539;Berry Puree, Unsweetened, Added Vitamin C;224;9.2;0.5;0.7;0;2.8;1.2;0;3.4;5.8;2.5;0;2.5;0;0;0.8;0.9;1.9;0.2;0.1;<0.1;<0.1;0;<0.1;<0.1;59;57;0;0;0;14.4;30.5;0.7;0.8;187.5;14.6;0.6;1.5;32.6;<0.1;0.2;7.6;15.7;0.5;0.4;0.06;0.04;0.02;0;30.0;1.9;126.9;0;1.0;9.06
29015;Berry Smoothie With Ice Cream;331;8.7;3.0;2.8;0;1.0;1.2;0;0;8.7;0.9;1.1;2.0;1.6;0;3.1;0.3;0.7;2.3;0.1;0.6;1.5;<0.1;<0.1;<0.1;52;31;0;0;9.4;5.2;114.4;0.3;11.5;207.3;13.5;41.1;104.7;69.8;2.2;0.5;39.9;8.9;0.9;0.2;0.07;0.17;0.04;0.2;13.2;17.8;57.0;<0.1;0.4;3.58
4413;Berry Sorbet, Home-Made;221;9.5;0.2;1.9;0;1.4;0.6;0;0;9.5;1.2;0;1.3;0;0;7.0;0.4;0.9;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;28;28;0;0;0;7.0;16.5;0.4;1.0;112.3;8.4;20.9;53.1;17.4;2.1;0.1;31.2;8.7;0.7;0.2;0.03;0.07;0.02;<0.1;17.4;1.0;62.6;0;0.5;4.60
4404;Bilberry Kissel, Bilberry Soup;240;12.8;0.2;0.2;0;0.8;0.3;0;4.4;8.4;1.1;0;0.9;0;<0.1;6.5;0.1;0.6;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;28;27;0;0;0;6.0;7.5;0.2;2.0;28.1;2.4;1.4;3.6;8.5;0.1;<0.1;2.4;2.6;0.1;<0.1;0.01;<0.01;0.02;0;1.1;0.8;70.6;0;0.4;2.04
29753;Biscuit;1905;50.4;25.8;4.9;0;1.3;0;0;34.6;15.8;<0.1;0;0.1;0.2;0.3;15.2;0.4;0.9;24.3;1.8;7.0;14.9;0.6;0.3;1.3;1189;278;0;9;70.7;39.0;105.2;0.6;12.5;73.2;11.9;249.2;634.9;136.9;6.1;0.4;58.7;12.6;1.1;0.3;0.04;0.05;0.03;0.2;0;180.4;163.7;0.3;1.2;8.34
31649;Biscuit, Aunt Hanna'S Cookies;1621;60.9;12.9;5.7;0;1.3;0;0;33.2;27.7;<0.1;<0.1;0.2;<0.1;<0.1;27.4;0.4;0.9;12.0;2.1;4.8;4.9;0.2;0.5;1.5;1493;487;0;19;72.5;51.2;78.8;0.8;16.6;79.4;10.1;132.2;336.9;124.4;8.4;0.5;76.1;17.2;1.4;0.3;0.06;0.08;0.04;0.4;<0.1;78.7;204.0;1.3;1.5;8.40
33598;Biscuit, Average Of Industrial Products;1870;66.0;17.0;6.2;0;2.4;<0.1;0;31.9;33.3;0.1;0;0.2;0.9;0.2;31.9;0.6;1.8;15.6;2.5;6.1;6.7;0.3;0.6;1.9;1895;591;0;1;10.2;80.4;39.3;1.0;9.2;165.0;29.9;215.5;549.0;92.9;4.7;0.7;73.5;8.2;1.6;0.5;0.06;0.07;0.04;<0.1;0.3;24.6;75.4;<0.1;1.5;10.59
32555;Biscuit, Bastogne, Lu;2045;72.0;18.9;4.7;0;2.0;0;0;25.2;38.9;2.1;0;2.4;0;<0.1;34.4;0.3;0.9;17.8;1.9;6.9;9.0;<0.1;<0.1;1.9;1885;51;0;4;14.8;35.4;12.6;0.7;7.2;71.5;10.9;297.6;758.3;43.5;4.3;0.4;55.5;7.0;1.1;0.3;0.04;0.03;0.03;<0.1;0;9.6;99.6;<0.1;1.3;1.83
31623;Biscuit, Elovena, Snack Biscuit;1616;51.7;14.5;7.3;0;9.3;<0.1;0;34.1;17.6;0.7;0;0.3;0;<0.1;16.5;1.1;7.8;13.9;3.2;6.0;4.5;0.1;0.6;2.6;2566;631;0;0;0.4;79.5;26.1;2.1;8.8;205.4;58.7;405.7;1033.6;190.0;5.5;1.4;90.1;13.2;1.8;0.5;0.07;0.05;0.17;0;0.6;0.3;106.7;0;1.7;10.99
31633;Biscuit, Gingerbread, Gluten-Free;1800;68.3;16.4;1.7;0;0.3;0;0;39.8;28.5;2.2;0;2.5;0;<0.1;23.9;<0.1;0.5;15.8;2.4;6.0;7.1;0.3;0.5;1.9;1900;472;0;0;0.5;75.4;15.8;0.6;5.1;59.3;13.0;278.9;710.7;34.4;3.3;0.3;19.7;2.9;0.6;0.4;0.02;<0.01;<0.01;0;0;0;0;0;1.4;10.01
31644;Biscuit, Gingerbread, Home-Made;1744;55.3;18.2;6.5;0;2.5;0;0;31.0;23.1;2.5;0;2.8;0.1;0.4;17.2;0.4;1.1;16.8;1.9;5.2;8.9;0.2;0.3;1.5;1501;302;0;10;52.4;44.8;25.4;0.9;9.7;107.2;17.9;352.0;896.9;73.1;7.5;0.5;75.3;11.5;1.5;0.4;0.05;0.06;0.04;0.2;0;185.9;111.9;1.0;1.3;8.63
31643;Biscuit, Gingerbread, Industrial;1753;63.9;15.5;4.6;0;2.1;0;0;26.1;36.8;4.1;0;4.5;0;0;28.2;0.3;1.0;14.8;2.3;5.6;6.6;0.3;0.4;1.9;1876;450;0;0;0.5;77.1;21.3;0.9;5.8;101.5;15.0;143.4;365.4;38.1;3.2;0.3;48.8;5.1;1.0;0.3;0.04;0.02;0.02;0;0;0.1;74.0;0;1.5;9.63
33637;Biscuit, Gluten-Free, Average Of Industrial Products;1814;66.8;16.6;3.3;0;1.3;<0.1;0;39.9;26.2;0.5;0;0.8;0.9;0.2;23.8;0.5;0.9;15.8;2.2;5.8;7.4;0.3;0.4;1.8;1803;425;0;2;9.8;66.1;37.9;0.8;9.9;136.5;23.4;315.0;802.6;67.6;3.6;0.5;35.7;10.3;1.0;0.5;0.05;0.05;0.03;<0.1;0.6;8.9;180.4;<0.1;1.3;8.71
32715;Biscuit, Industrial, Average;1868;63.0;20.0;5.2;0;1.5;0;0;30.2;32.8;<0.1;0;<0.1;<0.1;0.4;32.3;0.4;1.1;17.7;1.9;5.6;10.1;0.1;<0.1;1.8;1725;82;0;0;13.8;74.0;13.2;0.5;7.0;73.5;13.6;297.1;756.9;56.6;5.2;0.4;60.6;7.6;1.3;0.4;0.05;0.03;0.03;<0.1;0;193.3;21.2;1.8;2.1;14.49
32974;Biscuit, Industrial, Sondey Biscuit Assortment, Lidl;2034;62.5;23.2;6.5;0;1.5;<0.1;0;26.2;36.0;<0.1;0;<0.1;2.1;0.4;33.4;0.4;1.1;21.6;2.9;8.0;10.4;0.4;0.5;2.3;2302;533;0;<1;3.5;99.3;79.5;0.7;11.8;144.6;21.5;66.3;169.0;98.1;4.6;0.6;69.6;6.4;1.4;0.4;0.05;0.10;0.04;<0.1;<0.1;16.6;15.8;<0.1;1.8;11.30
32548;Biscuit, Jyväshyvä Cracotte, Sesame Seeds;1683;62.0;9.1;12.0;0;8.1;<0.1;0;58.3;3.7;0.3;0;0.4;1.6;0.3;1.2;0.9;6.4;8.4;3.6;3.0;1.8;0;<0.1;3.5;3483;81;0;0;0.1;76.0;139.9;3.7;7.3;419.9;96.1;540.0;1375.9;333.0;11.8;2.2;168.0;31.3;5.3;3.0;0.20;0.15;0.32;<0.1;<0.1;0.6;167.4;0;0.9;3.56
32547;Biscuit, Jyväshyvä Cracotte, Whole Wheat;1680;75.0;3.4;13.0;0;7.8;0;0;55.3;8.0;0.1;0;0.2;3.9;0.3;3.5;1.0;6.7;2.8;1.0;0.8;1.0;0;<0.1;0.9;931;67;0;0;0.3;63.9;67.7;2.9;8.8;416.8;94.4;690.0;1758.1;291.0;7.2;2.2;140.2;25.3;4.9;3.1;0.14;0.21;0.22;0.1;0.2;1.0;192.2;0;0.8;2.33
32991;Biscuit, Marie Biscuit;1788;72.0;11.6;8.3;0;2.5;0;0;52.0;18.8;<0.1;0;<0.1;0;0.6;18.1;0.6;1.9;10.9;3.2;5.6;2.1;0;0.8;2.4;2365;833;0;0;0.4;83.1;13.9;0.7;8.0;111.1;20.9;39.4;100.5;82.9;7.2;0.6;92.8;9.6;2.0;0.6;0.07;0.03;0.05;0;0;0.2;3.1;0;1.9;11.99
29754;Biscuit, Potato Flour, Sweetened With Fructose;1905;50.4;25.8;4.9;0;1.3;0;0;34.6;15.8;15.2;0;0.1;0.2;0.3;<0.1;0.4;0.9;24.3;1.8;7.0;14.9;0.6;0.3;1.3;1189;278;0;9;70.7;39.0;105.1;0.6;12.5;73.0;11.9;249.2;634.9;136.9;6.1;0.4;58.7;12.6;1.1;0.3;0.04;0.05;0.03;0.2;0;180.4;163.7;0.3;1.2;8.34
31656;Biscuit, Rapeseed Oil-Based, Average;1860;61.0;17.5;7.4;0;6.4;0;0;37.2;23.8;0.1;0;0.1;0.9;0.1;22.5;0.9;4.8;16.7;5.9;9.6;1.2;<0.1;1.7;4.1;4143;1724;0;0;0.9;138.9;30.1;1.6;9.8;192.7;44.3;401.5;1023.1;149.9;5.2;1.1;88.3;13.3;1.8;0.5;0.08;0.07;0.10;<0.1;<0.1;0.3;105.6;<0.1;3.2;24.27
31541;Biscuit, Snack Biscuit, Gluten-Free;1854;73.8;15.3;1.3;0;1.5;0;0;70.1;3.7;0;0;0;1.6;0;2.0;1.1;1.0;14.8;2.2;5.7;6.7;0.3;0.4;1.7;1708;449;0;0;1.0;60.6;45.4;<0.1;29.6;56.4;4.9;441.9;1126.0;33.5;0.6;0.2;15.9;1.4;0.3;<0.1;0.01;0.06;<0.01;<0.1;0.1;0.2;0.6;<0.1;1.4;9.50
31645;Biscuit, Sweetened With Fructose;1838;52.0;22.1;7.2;0;1.8;0;0;34.4;17.6;17.4;<0.1;<0.1;<0.1;0;<0.1;0.4;1.3;20.9;3.6;8.3;8.7;0.4;0.9;2.6;2549;895;0;12;56.4;93.0;132.2;0.8;10.8;92.7;13.2;466.0;1187.3;159.4;7.6;0.6;87.5;13.1;1.7;0.4;0.06;0.07;0.04;0.2;<0.1;95.1;215.1;1.9;2.4;15.48
32985;Biscuit Covered With Chocolate;2065;50.2;29.0;7.3;0;1.4;0.2;0;19.0;31.2;<0.1;0;<0.1;4.6;0.2;26.4;0.4;1.0;25.5;1.4;7.9;15.9;0.3;0.2;1.1;1033;183;0;5;41.6;59.1;237.8;1.2;24.4;242.8;33.6;182.0;463.9;210.3;5.2;0.9;90.8;9.3;1.7;0.3;0.06;0.23;0.04;<0.1;0;141.2;112.4;0.1;0.9;5.08
31651;Biscuit Covered With Chocolate, Industrial, Average;2007;58.8;23.4;7.5;0;1.6;0.2;0;16.9;41.9;<0.1;0;<0.1;6.6;0;35.2;0.4;1.1;20.4;1.8;7.2;11.2;0.2;0.3;1.5;1489;297;0;0;3.1;82.8;201.9;1.2;21.9;292.2;36.7;388.2;989.2;176.8;4.0;0.9;93.4;6.0;1.8;0.4;0.08;0.27;0.05;<0.1;0.1;40.7;69.2;0;1.1;6.21
