id;name;energy,calculated (kJ);carbohydrate, available (g);fat, total (g);protein, total (g);alcohol (g);fibre, total (g);organic acids, total (g);sugar alcohols (g);starch, total (g);sugars, total (g);fructose (g);galactose (g);glucose (g);lactose (g);maltose (g);sucrose (g);polysaccharides, non-cellulosic, water-soluble (g);fibre, water-insoluble (g);fatty acids, total (g);fatty acids, total polyunsaturated (g);fatty acids, total monounsaturated cis (g);fatty acids, total saturated (g);fatty acids, total trans (g);fatty acids, total n-3 polyunsaturated (g);fatty acids, total n-6 polyunsaturated (g);fatty acid 18:2 cis,cis n-6 (linoleic acid) (mg);fatty acid 18:3 n-3 (alpha-linolenic acid) (mg);fatty acid 20:5 n-3 (EPA) (mg);fatty acid 22:6 n-3 (DHA) (mg);cholesterol (GC) (mg);sterols, total (mg);calcium (mg);iron, total (mg);iodide (iodine) (µg);potassium (mg);magnesium (mg);sodium (mg);salt (mg);phosphorus (mg);selenium, total (µg);zinc (mg);tryptophan (mg);folate, total (µg);niacin equivalents, total (mg);niacin, preformed (nicotinic acid + nicotinamide) (mg);vitamers pyridoxine (hydrochloride) (mg);riboflavine (mg);thiamin (vitamin B1) (mg);vitamin B-12 (cobalamin) (µg);vitamin C (ascorbic acid) (mg);vitamin A  retinol activity equivalents (µg);carotenoids, total (µg);vitamin D (µg);vitamin E  alphatocopherol (mg);vitamin K, total (µg)
32986;Biscuit Covered With Dark Chocolate;2028;51.7;28.1;4.9;0;3.1;0;0;20.3;31.4;<0.1;0;<0.1;0.3;0.2;30.9;1.1;3.2;24.8;1.4;7.7;15.4;0.3;0.2;1.1;1088;184;0;5;38.9;74.9;80.3;1.9;8.3;197.8;65.1;141.5;360.7;165.3;3.6;1.0;58.0;9.3;1.3;0.4;0.06;0.05;0.02;<0.1;0;105.8;101.2;0.1;0.7;5.62
29759;Biscuit For Children, Average;1850;71.1;15.0;4.5;0;1.3;0;0;37.7;33.4;<0.1;0;<0.1;0;0.3;33.0;0.3;1.0;14.4;2.3;5.4;6.4;0.3;0.4;1.9;1858;439;0;0;0.5;75.8;11.6;0.4;5.5;63.7;12.8;423.4;1078.8;46.6;4.0;0.3;49.4;5.4;1.1;0.3;0.04;0.02;0.02;0;0;0.1;1.6;0;1.4;9.38
31657;Biscuit For Children, Average Of Industrial Products;1813;69.3;13.8;6.1;0;2.8;0;0;36.9;32.4;0.3;0;0.3;<0.1;<0.1;31.6;0.5;2.1;13.1;3.8;6.7;2.4;0.1;1.1;2.7;2703;1081;0;0;0.7;98.0;13.5;1.0;6.8;117.2;24.8;275.5;701.9;82.3;4.1;0.7;70.6;9.7;1.8;0.9;0.06;0.04;0.06;<0.1;<0.1;0.5;104.5;<0.1;2.3;16.19
31613;Biscuit For Children, Carneval;1863;71.7;14.6;5.3;0;1.7;0;0;35.6;36.1;<0.1;0;<0.1;0;0;36.0;0.4;1.2;14.0;4.4;7.8;1.8;0;1.3;3.1;3079;1314;0;0;0.6;103.0;7.4;0.6;6.4;69.0;10.4;232.7;592.9;43.5;3.7;0.4;59.0;5.8;1.3;0.4;0.05;0.02;0.03;0;0;0.1;89.4;0;2.6;18.47
32544;"Biscuit For Children, Carneval Prinsessa, Rapeseed Oil-Based ";1856;70.3;15.0;5.5;0;1.8;0;0;33.9;36.1;<0.1;0;0.1;0;<0.1;35.9;0.4;1.2;14.3;5.0;8.4;0.9;0;1.6;3.4;3432;1571;0;0;0.8;123.0;8.4;0.6;6.6;73.0;11.4;347.4;885.3;46.2;3.9;0.4;62.3;6.1;1.3;0.4;0.05;0.02;0.03;0;0;0.2;94.5;0;2.9;21.92
31622;Biscuit For Children, Moomin, Lu;1874;67.3;16.5;6.1;0;2.0;0;0;43.1;24.2;0.1;0;<0.1;0;0;24.0;0.5;1.4;15.7;3.2;6.4;5.2;0.8;0.9;2.3;2301;921;0;0;0.7;107.2;9.6;0.7;6.6;82.2;12.3;338.8;863.3;51.9;4.2;0.4;69.2;6.8;1.5;0.5;0.05;0.03;0.03;0;0;0.2;105.0;0;2.1;17.33
31624;Biscuit For Children, Naturally Gluten-Free, Schär;1869;75.8;13.8;3.7;0;0.9;0;0;48.5;27.3;<0.1;0;<0.1;0;0;27.0;<0.1;0.5;13.2;1.7;3.8;7.7;<0.1;0.2;1.4;1424;247;0;0;0.3;38.8;3.6;0.6;2.6;62.2;15.1;195.4;497.8;47.5;6.4;0.4;24.3;4.9;1.6;1.3;0.05;0.02;0.03;0;0;3.1;484.8;0;0.9;4.09
31611;Biscuit For Children, Tivoli, Pirkka;1856;72.6;14.1;5.1;0;1.6;0;0;35.4;37.1;<0.1;0;<0.1;0;0;37.0;0.4;1.1;13.4;3.8;7.1;2.6;0;1.1;2.7;2706;1051;0;0;0.5;83.1;7.4;0.5;6.3;66.5;10.2;271.4;691.5;42.0;3.6;0.4;56.8;5.6;1.2;0.4;0.04;0.02;0.03;0;0;0.1;86.1;0;2.2;14.94
444;Blackcurrant;310;9.7;1.1;1.4;0;5.8;2.7;N/A;1.1;8.6;4.4;N/A;3.5;0;<0.1;0.6;1.9;3.0;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;45;27;0;0;0;8.8;72.0;1.2;1.0;340.0;24.0;2.0;5.1;58.0;0.1;0.3;13.0;14.2;0.5;0.3;0.08;0.02;0.04;0;128.0;8.2;542.2;0;2.2;30.00
462;Blackcurrant Juice, Sweetened, Diluted, Home-Made;149;8.4;0;0.2;0;0;0.3;0;0;8.4;0.8;0;0.7;0;0;6.9;0;0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;4;3;0;0;0;0;9.3;0.1;0;32.5;2.3;5.6;14.3;2.0;<0.1;0;1.2;1.0;<0.1;<0.1;0.24;<0.01;<0.01;0;3.9;0.8;51.5;0;<0.1;2.85
452;Blackcurrant Juice, Sweetened, Undiluted, Home-Made;745;42.0;0;0.8;0;0;1.3;0;0;42.0;4.0;0;3.5;0;0;34.5;0;0;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;22;13;0;0;0;5.9;34.4;0.6;0;162.5;11.4;24.0;61.1;27.6;0.3;0;6.2;5.0;0.2;0.1;1.22;0.02;<0.01;0;30.0;3.9;257.5;0;<0.1;14.25
30575;Blackcurrant Juice, Unsweetened, Diluted, Home-Made;29;0.9;0.1;0.1;0;0.6;0.3;0;0.1;0.8;0.4;0;0.3;0;<0.1;<0.1;0.2;0.3;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;4;3;0;0;0;0.8;9.5;0.1;<0.1;32.3;2.3;1.1;2.8;5.5;<0.1;<0.1;1.2;1.4;<0.1;<0.1;<0.01;<0.01;<0.01;0;12.2;0.8;51.5;0;0.2;2.85
30574;Blackcurrant Juice, Unsweetened, Undiluted, Home-Made;147;4.6;0.5;0.7;0;2.8;1.3;0;0.5;4.1;2.1;0;1.7;0;<0.1;0.3;0.9;1.4;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;22;13;0;0;0;4.2;35.7;0.6;0.5;161.5;11.4;1.4;3.7;27.6;<0.1;0.1;6.2;6.7;0.2;0.1;0.04;<0.01;0.02;0;60.8;3.9;257.5;0;1.1;14.25
4405;Blackcurrant Kissel, Blackcurrant Soup;245;12.5;0.2;0.3;0;1.3;0.6;0;4.2;8.3;1.0;0;0.8;0;<0.1;6.6;0.4;0.7;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;10;6;0;0;0;1.9;18.7;0.3;2.0;76.5;5.6;1.4;3.5;16.5;0.1;<0.1;3.0;3.0;<0.1;<0.1;0.02;<0.01;<0.01;0;18.0;1.6;117.1;0;0.5;6.48
312;Black Salsify;263;10.5;0.4;0.5;0;7.3;0.3;0;3.9;6.6;0.1;N/A;0.6;0;0;5.9;1.0;6.3;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;24;36;0;0;0.3;5.2;53.0;3.3;0;320.0;23.0;5.0;12.7;76.0;0.4;0;15.1;31.0;0.5;0.4;0.08;0.04;0.11;0;4.0;0.3;28.9;0;<0.1;1.44
34455;Black Salsify Soup, Pureed, Cream;235;5.4;2.8;0.7;0;2.4;0.6;0;2.8;2.6;0.1;0;0.3;0.4;0;1.8;0.4;2.0;2.5;0.3;0.8;1.4;<0.1;<0.1;0.2;182;70;0;0;4.4;6.1;30.8;1.1;7.5;169.9;11.6;283.0;721.1;39.9;0.5;<0.1;10.6;11.7;0.3;0.2;0.05;0.03;0.04;<0.1;2.2;16.3;35.6;<0.1;0.2;1.70
3025;Black Salsify Stew;469;12.2;4.9;0.7;0;8.0;0.3;0;5.1;7.1;0.1;<0.1;0.7;<0.1;<0.1;6.3;1.1;6.8;4.4;1.3;2.2;0.9;<0.1;0.4;0.9;923;377;0;0;2.4;27.8;60.6;3.6;13.2;357.4;25.9;215.5;549.1;85.0;0.6;<0.1;18.8;25.4;0.5;0.5;0.09;0.04;0.09;<0.1;5.0;24.9;306.9;0.2;0.9;9.53
34970;Blend 40%, Oivariini Light, Low-Lactose;1608;3.3;40.0;3.6;0;0.9;0.3;0;2.0;1.3;<0.1;0.5;0.5;0.4;<0.1;<0.1;<0.1;<0.1;39.1;8.7;18.3;11.6;0.4;2.8;5.8;5721;2788;0;0;37.5;174.0;48.0;<0.1;13.7;65.8;6.0;366.1;932.7;70.9;1.5;0.2;57.8;6.8;1.0;<0.1;0.02;0.21;0.02;0.4;0.4;417.3;87.9;20.0;12.0;41.16
570;Blended Spread 40%, Kevyt Levi, Low-Lactose;1582;2.0;40.0;4.0;0;0;0;0;0;2.0;0;0.8;0.8;0.5;0;0;0;0;37.5;5.1;13.5;15.6;0.3;1.6;3.4;3330;1550;0;0;60.0;111.3;11.4;<0.1;0.9;20.0;2.4;700.0;1783.6;10.9;0.2;<0.1;1.8;0.9;<0.1;0;0;<0.01;0;0;0;502.8;432.5;20.0;8.0;40.00
565;Blended Spread 40%, Kevyt Levi, Low-Sodium, Low-Lactose;1633;2.0;40.0;7.0;0;0;0;0;0;2.0;0;0.8;0.8;0.5;0;0;0;0;37.5;5.1;13.5;15.6;0.3;1.6;3.4;3330;1550;0;0;60.0;111.3;11.4;<0.1;0.9;20.0;2.4;400.0;1019.2;10.9;0.2;<0.1;1.8;0.9;<0.1;0;0;<0.01;0;0;0;502.8;432.5;20.0;8.0;43.36
31506;Blended Spread 40%, Low-Lactose;1637;2.2;40.8;4.0;0;0;1.6;0;0;2.2;0;0.9;0.9;0.3;0;0;0;0;39.9;6.5;15.8;17.2;0.5;2.1;4.3;4206;2083;0;0;48.0;125.2;113.2;<0.1;7.6;145.9;7.5;500.0;1274.0;48.5;1.3;0.2;40.3;4.7;0.4;<0.1;0.02;0.10;0.02;0;0.5;210.0;101.4;10.0;3.9;33.84
32671;Blended Spread 43%, Ingmariini, Low-Lactose;1691;5.0;43.0;0.5;0;0;0.5;0;4.3;0.7;0;0.1;0.1;0.5;0;0;0;0;41.0;6.5;16.2;17.8;0.6;2.0;4.2;4168;2022;0;0;55.0;121.7;20.0;<0.1;11.3;23.5;3.3;500.0;1274.0;19.6;0.5;<0.1;5.6;2.7;0.1;<0.1;<0.01;0.03;<0.01;0;0.1;800.0;133.4;10.0;3.8;32.55
32676;Blended Spread 57%, Ingmariini, Less Fat, Low-Lactose;2124;0.5;57.0;0.4;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;54.1;8.7;21.5;23.2;0.8;2.7;5.6;5510;2651;0;0;75.0;160.0;9.7;<0.1;15.7;6.5;2.1;400.0;1019.2;10.6;0.2;<0.1;2.5;1.2;<0.1;0;0;0.01;0;0;0;798.6;189.4;10.0;5.0;42.30
33178;Blended Spread 60%;2254;0.5;60.0;0.5;0;0;0;0;0;0.5;0;0;0;0.5;0;0;0;0;57.0;8.0;17.6;24.8;0.9;1.7;5.8;5736;1699;0;0;80.6;108.1;10.7;<0.1;16.9;7.0;2.4;480.0;1223.0;11.5;0.2;<0.1;2.7;1.3;<0.1;0;0;0.01;0;0;0;350.0;204.4;0.1;5.5;29.77
34914;Blended Spread 60%, Benecol Voi & Rypsi;2244;0.7;60.0;0.7;0;0;<0.1;0;0;0.7;0;0.3;0.3;0;0;0;0;0;58.4;11.5;31.0;15.1;0.8;3.5;8.0;N/A;N/A;N/A;N/A;54.1;250.4;19.6;<0.1;12.6;20.7;3.1;394.1;1004.1;16.7;0.4;<0.1;6.4;1.3;0.1;<0.1;<0.01;0.03;<0.01;<0.1;0.1;901.1;134.0;20.0;8.0;59.51
32669;Blended Spread 60%, Oivariini, Less Fat, Low-Lactose;2240;0.9;60.0;0.2;0;0;0;0;0;0.9;0;0.2;0.2;0.5;0;0;0;0;57.0;7.7;19.7;23.0;0.8;2.3;4.9;4847;2324;0;0;95.0;139.1;10.2;<0.1;15.7;6.6;2.4;500.0;1274.0;10.7;0.2;<0.1;2.5;1.2;<0.1;0;0;0.01;0;0;0;420.0;189.4;10.0;4.4;37.80
31504;Blended Spread 70%;2610;0.5;70.1;0.6;0;0;<0.1;0;0;0.5;0;0;0;0.5;0;0;0;0;66.7;8.6;26.0;31.4;0.7;2.0;6.3;6196;1988;0;0;63.9;141.9;17.9;0.1;2.0;16.3;3.4;500.0;1274.0;18.8;0.3;<0.1;4.4;1.8;<0.1;<0.1;<0.01;0.02;<0.01;<0.1;<0.1;1000.0;160.7;8.0;5.2;33.85
34932;Blended Spread 70%, Creme Bonjour Voi & Rypsiöljy, Normally Salted;2619;0.5;70.3;0.5;0;0;<0.1;0;0;0.5;0;0.2;0.2;<0.1;0;0;0;0;67.3;12.3;29.6;24.9;0.5;3.4;8.6;8587;3396;0;0;49.9;226.7;20.3;0.1;11.8;21.7;3.4;471.5;1201.5;16.9;0.4;<0.1;6.6;1.3;0.1;<0.1;<0.01;0.03;<0.01;<0.1;0.1;800.2;122.9;7.5;7.2;51.53
34924;Blended Spread 70%, Flora & Voi, Normally Salted;2619;0.5;70.3;0.5;0;0;<0.1;0;0;0.5;0;0.2;0.2;<0.1;0;0;0;0;67.3;12.3;29.6;24.9;0.5;3.4;8.6;8587;3396;0;0;49.9;226.7;20.3;0.1;11.8;21.7;3.4;471.5;1201.5;16.9;0.4;<0.1;6.6;1.3;0.1;<0.1;<0.01;0.03;<0.01;<0.1;0.1;800.2;122.9;7.5;7.2;51.53
34966;Blended Spread 72%, Oivariini, Normally Salted, Low-Lactose, Soft;2681;0.7;72.0;0.3;0;0;0;0;0;0.7;0;0;0;0.7;0;0;0;0;68.3;10.3;26.4;30.5;1.1;3.1;6.7;6532;3134;0;0;99.1;187.8;11.0;0.1;24.0;8.4;2.2;353.1;899.6;13.7;0.3;<0.1;3.3;1.6;<0.1;0;0;0.02;0;0;0;387.6;250.6;20.0;5.9;50.83
32568;Blended Spread 75%, 10 Ug Vitamin D;2804;0.6;75.0;1.1;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;70.9;7.2;24.7;38.1;0.9;2.2;4.8;4828;2241;0;0;120.9;146.2;22.7;0.2;3.8;16.9;2.4;562.6;1433.4;31.9;0.5;<0.1;1.6;2.8;<0.1;0;0;0;0;0;0;444.7;195.2;10.0;4.9;53.52
597;Blended Spread 75%, Average Of Industrial Products;2795;0.8;75.0;0.4;0;0;0;0;0;0.8;0;0.1;0.1;0.6;0;0;0;0;72.4;8.8;24.3;32.4;1.2;2.6;5.6;5473;2606;0;0;121.0;153.0;12.7;0.1;22.4;9.2;2.9;550.0;1401.4;15.0;0.3;<0.1;3.5;1.8;<0.1;0;0;0.02;0;0;0;610.0;270.1;10.0;5.1;44.13
34964;Blended Spread 75%, Ingmariini, Normally Salted, Lactose-Free;2774;0.6;74.6;0.3;0;0;0;0;0;0.6;0;0.3;0.3;0;0;0;0;0;71.0;9.5;26.1;34.2;1.2;2.8;6.1;5946;2834;0;0;112.0;166.9;12.7;0.1;23.5;9.6;2.7;469.7;1196.9;15.6;0.3;<0.1;3.7;1.9;<0.1;0;0;0.02;0;0;0;800.0;284.1;10.0;5.5;47.70
32673;Blended Spread 75%, Ingmariini, Normally Salted, Low-Lactose;2794;0.6;75.0;0.5;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;70.8;9.5;26.1;34.0;1.2;2.8;6.1;5946;2834;0;0;112.0;166.9;12.7;0.1;23.5;9.6;2.7;500.0;1274.0;15.6;0.3;<0.1;3.7;1.9;<0.1;0;0;0.02;0;0;0;800.0;284.1;10.0;5.5;47.70
31505;Blended Spread 75%, Lactose-Free;2802;0.5;75.0;1.1;0;0;<0.1;0;0;0.5;0;0.2;0.2;0;0;0;0;0;69.9;7.2;24.4;37.4;0.9;2.2;4.8;4785;2240;0;0;14.0;63.1;24.0;0.2;4.0;18.0;2.6;470.0;1197.6;34.0;0.5;<0.1;3.8;3.0;0.1;<0.1;0;0;0;0;0;474.4;208.2;10.0;5.2;7.16
32666;Blended Spread 75%, Oivariini, Heavily Salted, Low-Lactose;2796;0.9;75.0;0.3;0;0;0;0;0;0.9;0;0.2;0.2;0.5;0;0;0;0;71.5;8.1;22.9;31.7;1.1;2.4;5.2;5018;2384;0;0;130.0;139.1;14.3;0.1;21.9;9.3;3.9;800.0;2038.4;15.2;0.3;<0.1;3.5;1.7;<0.1;0;0;0.02;0;0;0;420.0;264.6;10.0;4.7;40.90
32670;Blended Spread 75%, Oivariini, Lactose Free;2781;0;75.0;0.3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;73.9;8.0;22.6;30.8;1.1;2.4;5.1;4999;2377;0;0;130.0;139.1;11.3;0.1;21.2;8.6;2.2;400.0;1019.2;14.0;0.3;<0.1;3.4;1.7;<0.1;0;0;0.02;0;0;0;420.0;256.2;10.0;4.6;40.56
32664;Blended Spread 75%, Oivariini, Normally Salted, Low-Lactose;2796;0.9;75.0;0.3;0;0;0;0;0;0.9;0;0.2;0.2;0.5;0;0;0;0;73.9;8.0;22.6;30.8;1.1;2.4;5.1;4999;2377;0;0;130.0;139.1;12.7;0.1;21.2;8.8;3.0;600.0;1528.8;14.4;0.3;<0.1;3.4;1.7;<0.1;0;0;0.02;0;0;0;420.0;256.2;10.0;4.6;40.56
501;Blended Spread 80%;2990;0.6;80.0;1.2;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;75.6;7.7;26.3;40.7;0.9;2.4;5.2;5150;2390;0;0;129.0;156.0;24.0;0.2;4.0;18.0;2.6;600.0;1528.8;34.0;0.5;<0.1;1.7;3.0;0.1;0;0;0;0;0;0;474.4;208.2;0.3;5.2;57.09
586;Blended Spread 80%, High-Sodium;2990;0.6;80.0;1.2;0;0;0;0;0;0.6;0;0;0;0.6;0;0;0;0;75.6;7.7;26.3;40.7;0.9;2.4;5.2;5150;2390;0;0;129.0;156.0;24.0;0.2;4.0;18.0;2.6;784.9;1999.9;34.0;0.5;<0.1;1.7;3.0;0.1;0;0;0;0;0;0;474.4;208.2;0.3;5.2;57.09
32672;Blended Spread 82%, Ingmariini Sea Salt, Low-Lactose;3053;0.6;82.0;0.5;0;0;<0.1;0;0;0.6;0;0;0;0.6;0;0;0;0;78.2;9.7;27.8;39.3;1.5;2.9;6.2;6042;2862;0;0;126.9;166.9;27.3;0.2;26.5;34.9;3.5;500.0;1274.0;29.7;0.8;0.1;9.3;3.5;0.2;<0.1;<0.01;0.06;<0.01;0;0.2;800.0;308.6;10.0;5.6;50.09
32855;Blin With Fat-Free Milk;845;19.3;10.4;7.0;0;1.4;0.1;0;15.9;3.5;<0.1;<0.1;<0.1;3.3;<0.1;<0.1;0.2;1.2;9.6;2.0;3.9;3.6;0.1;0.5;1.5;1435;450;0;14;57.8;29.4;94.2;1.1;29.0;230.6;45.0;247.2;630.0;162.2;7.9;1.1;102.3;31.6;2.2;0.9;0.14;0.22;0.12;0.5;0.5;78.4;114.3;1.2;1.3;8.15
32856;Blin With Low-Fat Milk;875;19.3;11.2;6.9;0;1.4;0.1;0;15.9;3.4;<0.1;<0.1;<0.1;3.2;<0.1;<0.1;0.2;1.2;10.5;2.0;4.1;4.2;0.1;0.5;1.5;1447;453;0;14;61.1;29.4;93.6;1.1;29.0;224.5;44.4;245.4;625.3;162.2;7.9;1.1;101.3;31.6;2.2;0.9;0.14;0.22;0.12;0.5;0.5;85.0;117.6;1.2;1.4;8.26
1228;Blin With Low-Fat Milk, Barley Flour;699;18.6;7.0;6.4;0;1.5;0.1;0;15.1;3.5;<0.1;<0.1;<0.1;3.2;<0.1;<0.1;0.2;1.3;6.4;1.5;2.9;1.9;<0.1;0.4;1.2;1147;340;0;17;63.6;32.6;95.7;1.1;34.3;199.2;25.6;313.1;797.8;154.6;9.2;1.1;93.1;33.4;2.3;1.2;0.09;0.22;0.09;0.6;0.4;61.7;146.4;1.2;1.1;5.09
32857;Blin With Whole Milk 3.5%;920;19.3;12.5;6.9;0;1.4;0.1;0;15.9;3.4;<0.1;<0.1;<0.1;3.2;<0.1;<0.1;0.2;1.2;11.5;2.0;4.3;4.9;0.2;0.5;1.5;1461;457;0;14;63.9;29.5;96.0;1.1;28.9;230.6;44.4;247.2;630.0;162.2;8.0;1.1;101.3;32.3;2.2;0.9;0.14;0.22;0.12;0.5;0.4;93.6;121.6;1.2;1.4;8.55
794;Blood;218;0.1;0.4;11.8;0;0;0;0;0;0.1;0;N/A;0.1;0;0;0;0;0;0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;31;8;2;<1;51.7;0.1;7.0;41.9;5.0;100.0;3.0;525.0;1337.7;90.0;6.8;0.3;185.0;4.0;3.8;0.7;0.08;0.03;0.09;0.6;1.0;38.0;269.0;0.1;0.4;N/A
32862;Blood Bread, Rye And Barley Bread With Blood;545;14.0;4.3;7.5;0;2.5;<0.1;0;12.1;1.9;0.2;<0.1;0.3;<0.1;<0.1;1.3;0.4;2.1;3.9;1.2;1.9;0.8;<0.1;0.3;0.9;908;305;<1;<1;25.7;36.9;14.4;20.2;22.5;151.2;25.2;542.1;1381.3;113.1;4.4;0.8;108.9;9.4;2.0;0.6;0.07;0.04;0.08;0.2;0.3;29.6;170.7;0.2;1.0;4.91
7871;Blood Pancake;727;12.2;10.4;7.3;0;1.4;<0.1;0;10.8;1.4;0.1;<0.1;0.2;<0.1;0.1;1.0;0.3;1.1;9.8;2.9;4.8;2.0;<0.1;0.8;2.1;2099;762;<1;<1;27.7;60.4;15.0;19.1;32.2;121.4;16.0;692.5;1764.6;85.6;4.4;0.5;103.5;7.0;1.7;0.4;0.06;0.03;0.05;0.2;0.7;53.2;148.6;0.5;2.0;10.96
33032;Blood Pancake, Atria/Kartanon, Lidl;728;18.0;5.3;12.0;0;2.8;0;0;17.4;0.6;<0.1;0;0.2;0;0.2;0.2;0.5;2.0;4.9;1.8;2.8;0.5;0;0.5;1.2;1243;532;<1;<1;26.1;53.2;13.8;21.6;4.6;137.7;21.3;800.0;2038.4;107.9;5.5;0.7;126.2;7.8;2.2;0.5;0.08;0.04;0.07;0.2;0.4;16.3;168.0;<0.1;1.3;7.99
30188;Blood Pancake, Industrial;676;16.2;6.4;8.5;0;2.2;0;0;15.8;0.4;<0.1;0;<0.1;0;0.2;0.1;0.4;1.8;6.0;1.7;3.1;1.2;0;0.5;1.2;1247;470;<1;<1;26.2;44.5;12.1;21.6;30.8;125.2;17.6;673.8;1717.0;99.1;5.2;0.6;122.1;8.9;2.5;0.5;0.07;0.04;0.09;0.3;0.5;19.2;163.6;<0.1;1.3;7.12
32012;Blood Pancake, Pirkka;733;20.4;5.7;9.1;0;2.6;0;0;19.6;0.8;<0.1;0;0.4;0;0.2;0.2;0.5;2.1;5.3;1.9;3.0;0.4;0;0.6;1.3;1331;571;<1;<1;26.1;56.5;14.0;21.6;4.8;140.4;21.8;649.9;1656.0;109.9;5.7;0.7;128.5;8.0;2.2;0.5;0.08;0.04;0.07;0.2;0.4;16.3;168.1;<0.1;1.4;8.54
30371;Blood Sausage, Black Sausage;906;18.6;10.3;9.7;0;5.3;0;0;18.1;0.5;<0.1;0;0.1;0;<0.1;0.2;0.7;3.6;9.5;1.5;4.2;3.7;<0.1;0.1;1.3;1260;122;3;3;24.3;30.7;18.2;7.5;3.4;246.1;40.9;677.0;1725.1;162.3;7.3;1.5;121.6;13.7;3.5;1.4;0.20;0.11;0.34;0.3;0.1;8.6;110.7;0.1;0.5;2.69
947;Bloody Mary;366;2.2;0.2;0.4;10.5;0.9;0.4;0;0;2.2;1.3;N/A;0.8;0;0;<0.1;0.1;0.1;<0.1;<0.1;<0.1;<0.1;0;<0.1;<0.1;53;5;0;0;<0.1;2.3;7.2;0.1;25.4;155.8;5.8;611.3;1557.7;17.4;0.4;<0.1;5.7;7.8;0.5;0.4;0.05;0.03;0.04;0;10.4;30.0;2427.1;0;0.4;2.54
34454;Blueberries With Talkkuna Powder, Cream And Quark;788;15.9;11.0;5.2;0;1.6;0.7;0;6.2;9.8;0.8;0;0.7;2.0;<0.1;6.3;0.2;1.3;10.2;0.4;2.5;7.0;0.3;<0.1;0.3;280;66;0;0;23.0;11.2;72.2;0.9;27.1;147.7;19.6;81.8;208.4;123.1;2.8;0.7;78.9;13.3;2.0;0.7;0.06;0.15;0.10;0.3;1.8;90.4;106.1;<0.1;0.6;4.89
442;Blueberry, Bilberry;271;10.2;1.1;0.8;0;3.3;1.4;N/A;1.8;8.4;4.6;N/A;3.7;0;<0.1;<0.1;0.5;2.6;0.3;0.2;<0.1;<0.1;0;0.1;0.1;123;117;0;0;0;26.4;19.0;0.6;1.0;110.0;9.0;2.0;5.1;20.0;0.1;0.1;10.0;11.2;0.6;0.4;0.06;0.01;0.13;0;7.2;3.9;310.5;0;1.9;9.00
33855;Blueberry Pie, Industrial, Fazer;1720;53.7;20.1;4.6;0;1.3;<0.1;0;22.7;31.1;0.4;0;0.3;0;0.3;30.1;0.3;1.0;19.0;2.4;7.3;9.2;0.1;0.3;2.2;2144;255;0;7;22.9;56.8;11.9;0.5;7.3;67.6;10.6;200.0;509.6;51.4;5.3;0.4;54.1;8.5;1.1;0.3;0.04;0.04;0.03;0.1;0.4;15.2;65.6;0.1;1.7;6.30
4403;Blueberry Puree, Sweetened;414;19.2;1.0;0.7;0;3.0;1.3;0;1.6;17.5;4.2;0;3.3;0;<0.1;10.0;0.5;2.3;0.3;0.2;<0.1;<0.1;0;0.1;0.1;111;105;0;0;0;23.8;17.1;0.5;1.4;99.2;8.1;1.8;4.6;18.0;0.1;0.1;9.0;7.1;0.4;0.4;0.05;0.01;0.09;0;4.2;3.2;279.4;0;1.7;8.10
6040;Blue Cheese Sauce, Thickened With Flour And Fat;836;5.7;16.1;7.6;0;0.1;1.1;0;2.1;3.6;<0.1;<0.1;<0.1;3.6;<0.1;<0.1;<0.1;<0.1;14.7;1.2;4.3;8.8;0.4;0.3;0.8;788;288;0;0;36.2;15.4;205.3;0.1;21.6;141.0;15.4;287.0;731.2;155.6;7.3;1.4;106.6;14.1;1.7;0.4;0.05;0.20;0.03;0.3;0.5;120.3;70.0;0.8;0.8;5.05
931;Boiled Coffee Drink;16;0.3;0.1;0.3;0;0;N/A;N/A;0;0.3;0;N/A;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;<0.1;0.5;81.0;7.6;0.2;0.5;5.5;<0.1;<0.1;0;0;0.7;0.7;0;<0.01;0;0;0;0;0;0;0;N/A
1017;Boiled Karelian Pasty, Rice Filling In Rye Crust;1054;19.9;16.9;3.8;0;3.1;<0.1;0;19.4;0.5;<0.1;<0.1;<0.1;<0.1;0.1;0.2;0.5;2.6;16.0;4.6;7.9;3.3;<0.1;1.2;3.4;3350;1202;0;10;40.2;97.4;18.7;1.0;35.9;121.2;25.7;515.8;1314.2;99.7;5.6;0.9;51.1;12.9;0.9;0.2;0.06;0.07;0.07;0.2;<0.1;82.7;127.3;1.0;3.1;17.64
